report_id,utility,event_year,label,version,document_url,original_url,redlined,partial_corrections,mbl_advance_notice,mbl_advance_notice_confidence,mbl_advance_notice_source,wind_threshold_cited,wind_threshold_cited_confidence,wind_threshold_cited_source,complaints_reported,complaints_reported_confidence,complaints_reported_source,claims_reported,claims_reported_confidence,claims_reported_source,canceled_after_notice,canceled_after_notice_confidence,canceled_after_notice_source,customers_deenergized,customers_deenergized_source,counties_deenergized,counties_deenergized_source,counties_deenergized_names,first_deenergization,first_deenergization_source,first_deenergization_pdf_value,last_restoration,last_restoration_source,last_restoration_pdf_value,event_duration_hours,luna_text_truncated_after_page,image_pages_transcribed,image_pages_unread,flags
sdge__sdge_de_energization_report_sept_21_22_2017,SDG&E,2017,"Sept. 21-22, 2017 Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-sept-21-22--2017.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-sept-21-22--2017.pdf,False,,not_applicable,0.73,PDF pages 3,met,0.99,PDF pages 2;3;7,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,3,PDF page 3,,,,2017-09-21 14:54,PDF page 2,2017-09-21 14:54,2017-09-22 09:14,PDF page 2,2017-09-22 09:14,18.33,,0,,mbl_advance_notice:low_confidence complaints_reported:no_matching_page claims_reported:no_matching_page canceled_after_notice:no_matching_page
sdge__sdgedeenergizationreportoct23252017,SDG&E,2017,"Oct. 23-25, 2017 Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdgedeenergizationreportoct23252017.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdgedeenergizationreportoct23252017.pdf,False,,not_stated,1.0,PDF pages 3,met,0.88,PDF pages 2;4;7;9;11,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,88,PDF page 3,,,,2017-10-23 09:20,PDF page 3,2017-10-23 09:20,2017-10-25 12:23,PDF page 3,2017-10-25 12:23,51.05,,0,,wind_threshold_cited:low_confidence complaints_reported:no_matching_page claims_reported:no_matching_page canceled_after_notice:no_matching_page
sdge__sdge_de_energization_report_jan_27_29_2018,SDG&E,2018,"Jan. 27-29, 2018 Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-jan-27-29-2018.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-jan-27-29-2018.pdf,False,,not_stated,0.3,PDF pages 4;6,met,0.33,PDF pages 2;3;6,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,NO_MATCHING_PAGE,,,5800,PDF page 5,1,PDF page 19,San Diego,2018-01-27 19:06,PDF page 3,2018-01-27 19:06,2018-01-29 16:53,PDF page 4,2018-01-29 16:53,45.78,,1,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence complaints_reported:no_matching_page claims_reported:no_matching_page canceled_after_notice:no_matching_page
sdge__sdge_de_energization_report_nov_11_16_2018,SDG&E,2018,"Nov. 11-16, 2018 Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-nov-11-16-2018.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-nov-11-16-2018.pdf,False,,not_stated,1.0,PDF pages 6,not_stated,0.25,PDF pages 2;3;18;51;52;55;58;60,one_or_more,0.94,PDF pages 16;17,one_or_more,1.0,PDF pages 16;17,yes,1.0,PDF pages 7;9,20837,PDF page 7,1,PDF page 2,San Diego County,2018-11-11 04:02,PDF page 5,2018-11-11 04:02,2018-11-16 02:40,PDF page 4,2018-11-16 02:40,118.63,,0,,wind_threshold_cited:low_confidence
sdge__sdge_de_energization_report_oct_15_16_2018,SDG&E,2018,"Oct. 15-16, 2018 Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-oct-15-16-2018.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-oct-15-16-2018.pdf,False,,not_stated,0.87,PDF pages 3,not_stated,0.73,PDF pages 2;3;8,one_or_more,1.0,PDF pages 8;9,one_or_more,1.0,PDF pages 8;9,NO_MATCHING_PAGE,,,379,PDF page 4,1,PDF page 2,San Diego County,2018-10-15 10:28,PDF page 3,2018-10-15 10:28,2018-10-16 09:09,PDF page 3,2018-10-16 09:09,22.68,,0,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence canceled_after_notice:no_matching_page
sdge__sdge_de_energization_report_oct_19_20_2018,SDG&E,2018,"Oct. 19-20, 2018 Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-oct-19-20-2018.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-oct-19-20-2018.pdf,False,,not_stated,1.0,PDF pages 3,met,0.44,PDF pages 2;3;7,zero,1.0,PDF pages 7;8,zero,1.0,PDF pages 7;8,yes,0.9,PDF pages 4;5,19,PDF page 3,,,,2018-10-19 03:06,PDF page 3,2018-10-19 03:06,2018-10-20 09:38,PDF page 3,2018-10-20 09:38,30.53,,0,,wind_threshold_cited:low_confidence
sdge__sdge_de_energization_report_nov_89_2018,SDG&E,2018,"Nov. 8-9, 2018: De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report_nov-89-2018.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report_nov-89-2018.pdf,False,,not_applicable,1.0,PDF pages 5,not_stated,0.96,PDF pages 2;3,zero,1.0,PDF pages 12;13,zero,1.0,PDF pages 12;13,NO_MATCHING_PAGE,,,0,PDF page 2,0,PDF page 2,,,,,,,,,,0,,canceled_after_notice:no_matching_page
sdge__sdge_post_event_psps_report_october_10_to_11_2019,SDG&E,2019,"Oct. 10-11, 2019 Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sdge-post-event-psps-report-october-10-to-11-2019.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sdge-post-event-psps-report-october-10-to-11-2019.pdf,False,,not_stated,0.67,PDF pages 7;10;11;36;43;44;45;46,not_stated,0.75,PDF pages 2;3;4;39;63;64;67;69,one_or_more,1.0,PDF pages 33;34,zero,1.0,PDF pages 33;34,yes,1.0,PDF pages 2;3;9,395,PDF page 7,1,PDF page 3,San Diego County,2019-10-10 18:24,PDF page 5,2019-10-10 18:24,2019-10-11 18:07,PDF page 5,2019-10-11 18:07,23.72,,0,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sdge__sdge_post_event_psps_report_october_20november_1_0,SDG&E,2019,"Oct. 20-Nov. 1, 2019 Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sdge-post-event-psps-report_october-20november-1_0.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sdge-post-event-psps-report_october-20november-1_0.pdf,False,,not_stated,0.89,PDF pages 33;34;294;312;336;346;367;379,met,0.35,PDF pages 3;4;5;6;7;515;529;545,one_or_more,1.0,PDF pages 37;38;39,one_or_more,1.0,PDF pages 37;38;39,yes,1.0,PDF pages 2;3;7;8;31;37;50,,,2,PDF page 3,San Diego; Orange,2019-10-24 04:07,PDF page 8,2019-10-24 04:07,2019-11-01 08:53,PDF page 16,2019-11-01 08:53,196.77,,0,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sdge__sdge_psps_report_nov_1719_2019_1232019,SDG&E,2019,"Nov. 17-18, 2019: Pro-Active De-Energization Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sdge/sdge-psps-report-nov-1719-2019-1232019.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sdge/sdge-psps-report-nov-1719-2019-1232019.pdf,False,,all_notified,0.96,PDF pages 8;11;12;26;27;28;32;33,met,0.94,PDF pages 2;4;5;18;36,one_or_more,1.0,PDF pages 17;18,one_or_more,1.0,PDF pages 17;18,not_stated,1.0,PDF pages 3;4,21,PDF page 8,1,PDF page 73,San Diego,2019-11-17 05:01,PDF page 6,2019-11-17 05:01,2019-11-18 08:42,PDF page 6,2019-11-18 08:42,27.68,,0,,
sdge__sdge_oct_26_27_2020_psps_post_event_report,SDG&E,2020,"Oct. 26-27, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sdge-oct-26-27-2020-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sdge-oct-26-27-2020-psps-post-event-report.pdf,False,,some_not_notified,1.0,PDF pages 6;9;12;14;16;17;86;88,met,0.68,PDF pages 3;4;5;6;8;9;10;21,zero,0.98,PDF pages 20;21,one_or_more,1.0,PDF pages 20;21,not_stated,0.69,PDF pages 29;30,4373,PDF page 12,1,PDF page 6,San Diego County,2020-10-26 08:48,PDF page 10,2020-10-26 08:48,2020-10-27 17:19,PDF page 10,2020-10-27 17:19,32.52,,0,,wind_threshold_cited:low_confidence canceled_after_notice:low_confidence
sdge__sdge_psps_post_event_report_december_23_24_final,SDG&E,2020,"Dec. 23-24, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2020/sdge-psps-post-event-report_december-23-24-final.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2020/sdge-psps-post-event-report_december-23-24-final.pdf,False,,not_stated,0.52,PDF pages 6;15;16;35;37;48;50;52,met,0.8,PDF pages 3;4;6;7;8;13;20,one_or_more,1.0,PDF pages 20;21,one_or_more,1.0,PDF pages 20;21,not_stated,0.64,PDF pages 29;30;31;32,6797,PDF page 11,1,PDF page 128,San Diego,2020-12-23 15:12,PDF page 8,2020-12-23 15:12,2020-12-24 14:23,PDF page 9,2020-12-24 14:23,23.18,,0,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence canceled_after_notice:low_confidence
sdge__sdge_psps_postevent_reportnov_26dec_9_12232020,SDG&E,2020,"Nov. 26-Dec. 9, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2020/sdge-psps-postevent-reportnov-26dec-9-12232020.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2020/sdge-psps-postevent-reportnov-26dec-9-12232020.pdf,False,,not_stated,0.8,PDF pages 9;41;42;86;88;91;99;100,met,0.8,PDF pages 4;5;6;7;10;11;39;370,one_or_more,0.96,PDF pages 49;50;51;52;53,one_or_more,0.99,PDF pages 49;50;51;53,yes,0.82,PDF pages 4;5;6;69;70;72;127;130,,,1,PDF page 10,San Diego,2020-12-02 17:42,PDF page 13,2020-12-02 17:42,2020-12-10 00:51,PDF page 25,2020-12-10 00:51,175.15,279,0,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence canceled_after_notice:low_confidence numbers:unreadable_page
sdge__sdge_sept_28_29_2020_psps_post_event_report,SDG&E,2020,"Sept. 28-29, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpuc_public_website/content/news_room/news_and_updates/sdge-sept-28-29-2020-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpuc_public_website/content/news_room/news_and_updates/sdge-sept-28-29-2020-psps-post-event-report.pdf,False,,not_applicable,1.0,PDF pages 8;11;12;25;26;27;69;70,not_stated,0.86,PDF pages 2;4;18,zero,0.99,PDF pages 15;16,zero,0.98,PDF pages 15;16,yes,0.79,PDF pages 22;23,0,PDF page 2,0,PDF page 74,,,,,,,,,,0,,wind_threshold_cited:low_confidence canceled_after_notice:low_confidence
sdge__sdge_sept_8_9_2020_psps_post_event_report,SDG&E,2020,"Sept. 8-9, 2020: PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sdge-sept-8-9-2020-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sdge-sept-8-9-2020-psps-post-event-report.pdf,False,,not_stated,0.71,PDF pages 10;13;14;29;33;79;90;96,not_stated,0.44,PDF pages 3;4;6;7;8;12,one_or_more,1.0,PDF pages 17;18,one_or_more,1.0,PDF pages 17;18,not_stated,0.65,PDF pages 25;26,49,PDF page 83,1,PDF page 8,San Diego,2020-09-08 20:56,PDF page 8,2020-09-08 20:56,2020-09-09 10:26,PDF page 8,2020-09-09 10:26,13.5,,0,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence canceled_after_notice:low_confidence
sdge__jan_1416_2021_sdge_psps_post_event_report,SDG&E,2021,"Jan 14-16, 2021: SDGE PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/jan-1416-2021-sdge-psps-post-event-report.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/jan-1416-2021-sdge-psps-post-event-report.pdf,False,,not_stated,0.93,PDF pages 12;28;30;32;34;73;75,not_stated,0.87,PDF pages 3;4;5,zero,1.0,PDF pages 16;17,one_or_more,1.0,PDF pages 16;17,yes,1.0,PDF pages 1;2;3;24;25,0,PDF page 1,0,PDF page 1,,,,,,,,,,1,,wind_threshold_cited:low_confidence
sdge__r1812005_sdge_psps_postevent_report_112426,SDG&E,2021,"Nov 24-26, 2021: SDG&E PSPS Post Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005-sdge-psps-postevent-report-112426.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005-sdge-psps-postevent-report-112426.pdf,False,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005-sdge-corrections-to-2021-psps-postseason-and-postevent-reports--5-6-2022.pdf,all_notified,0.78,PDF pages 6;7;8;22;23;52;53;96,met,0.79,PDF pages 6;7;8;9;19;20;35;40,one_or_more,1.0,PDF pages 6;7;8;33;34;35;122;228,one_or_more,1.0,PDF pages 6;7;8;33;34;35;122;229,yes,1.0,PDF pages 6;7;8;24;25;45;46;48,5858,PDF page 7,1,PDF page 7,San Diego,2021-11-24 21:53,Excel sheet Table 3 row 5 (34 circuits),2021-11-24 21:53,2021-11-26 16:37,Excel sheet Table 3 row 24 (34 circuits),2021-11-26 16:37,42.73,,8,229(not_transcribed_cap);230(not_transcribed_cap),mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence event:conflicting_sources event:unreadable_page
sdge__r1812005_sdge_psps_postevent_report_oct_2931_2023_11_14_2023,SDG&E,2023,"October 29, 2023: SDG&E PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sdge-psps-postevent-report-oct-2931-2023-11-14-2023.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sdge-psps-postevent-report-oct-2931-2023-11-14-2023.pdf,False,,not_applicable,1.0,PDF pages 6;7;16;19;20;78;79;93,not_stated,0.8,PDF pages 6;7;8;9;10;11;32;33,one_or_more,1.0,PDF pages 5;6;7;28;29,zero,1.0,PDF pages 5;6;7;28;29;30,yes,1.0,PDF pages 6;7;8;16;18;20;21;37,0,PDF page 6,0,PDF page 6,,,,,,,,,,4,,wind_threshold_cited:low_confidence
sdge__r1812005_sdge_psps_postevent_report_dec_911_2024_1_10_2025,SDG&E,2024,"December 9, 2024: SDG&E PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sdge-psps-postevent-report-dec-911-2024--1-10-2025.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sdge-psps-postevent-report-dec-911-2024--1-10-2025.pdf,False,,all_notified,0.42,PDF pages 6;7;8;45;46;76;110;111,met,0.55,PDF pages 6;7;8;10;11;26;75;76,one_or_more,1.0,PDF pages 5;6;7;8;62;63;64,one_or_more,1.0,PDF pages 5;6;7;8;62;63;64,yes,1.0,PDF pages 6;7;8;9;25;26;49;103,51922,PDF page 6,3,PDF page 8,San Diego; Orange,2024-12-09 15:02,Excel sheet Table 3_Amended row 168 (301 circuits),,2024-12-11 19:00,Excel sheet Table 3_Amended row 295 (301 circuits),2024-12-11 19:00,51.97,,2,,mbl_advance_notice:low_confidence wind_threshold_cited:low_confidence
sdge__r1812005_sdge_psps_postevent_report_nov_68_2024,SDG&E,2024,"November 6, 2024: SDG&E PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sdge-psps-postevent-report-nov-68-2024.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sdge-psps-postevent-report-nov-68-2024.pdf,False,,all_notified,0.83,PDF pages 6;7;8;22;25;26;87;88,met,1.0,PDF pages 6;7;8;9;10;11;12;55,one_or_more,1.0,PDF pages 6;7;8;40;41;137;138;161,zero,1.0,PDF pages 6;7;8;40;41;42;137;162,yes,1.0,PDF pages 6;7;8;21;22;27;28;80,1263,PDF page 7,1,PDF page 7,San Diego,2024-11-06 08:47,Excel sheet Table 3 row 21 (22 circuits),2024-11-06 08:47,2024-11-08 08:18,Excel sheet Table 3 row 8 (22 circuits),2024-11-08 08:18,47.52,,6,,mbl_advance_notice:low_confidence
sdge__r1812005_sdge_psps_postevent_report_jan_2024_2025_e_serve_2_24_2025,SDG&E,2025,"January 20, 2025: SDG&E PSPS Post-Event Report",original,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sdge-psps-postevent-report-jan-2024-2025-e-serve-2-24-2025.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sdge-psps-postevent-report-jan-2024-2025-e-serve-2-24-2025.pdf,False,,all_notified,0.85,PDF pages 6;7;8;34;44;45;123;124,met,1.0,PDF pages 6;7;8;9;10;30;85;86,one_or_more,1.0,PDF pages 6;7;8;71;72;301;302;328,one_or_more,1.0,PDF pages 6;7;8;71;72;73;301;329,yes,1.0,PDF pages 6;7;8;9;30;31;49;114,29980,PDF page 8,3,PDF page 8,,2025-01-20 08:04,Excel sheet Table 3 row 211 (238 circuits),,2025-01-24 17:06,Excel sheet Table 3 row 242 (238 circuits),2025-01-24 15:48,105.03,,5,121(unreadable);122(unreadable),mbl_advance_notice:low_confidence last_restoration:conflicting_sources event:unreadable_page
sdge__r1812005_sdge_psps_postevent_reportjan_716_2025_eserve,SDG&E,2025,"January 7, 2025: SDG&E PSPS Post-Event Report",Amended,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sdge-amended-psps-post-event-report-jan-7-16--2025-2-28-2025-eserve.pdf,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sdge-psps-postevent-reportjan-716-2025-eserve.pdf,False,,all_notified,0.71,PDF pages 7;8;9;60;61;91;126;127,met,0.99,PDF pages 7;8;9;10;11;14;33;89,one_or_more,1.0,PDF pages 7;8;9;77;78;89;333;334,one_or_more,1.0,PDF pages 7;8;9;77;78;79;333;334,yes,1.0,PDF pages 7;8;9;10;33;34;64;116,21508,PDF page 9,4,PDF page 9,San Diego; Orange; Riverside; Imperial,2025-01-07 21:04,Excel sheet Table 3 row 31 (189 circuits),2025-01-07 21:04,2025-01-16 10:47,Excel sheet Table 3 row 17 (189 circuits),2025-01-16 10:47,205.72,,4,124(unreadable);125(unreadable),mbl_advance_notice:low_confidence event:unreadable_page
